"PointFlow"         , 8.68 ,35.19 ,42.93 ,70.55 , 38.96 ,66.99
"SoftFlow"          , 7.93 ,28.14 ,45.27 ,71.19 , 38.99 ,60.02
"ShapeGF"           , 7.02 ,29.33 ,24.44 ,48.30 , 27.15 ,43.70
"vae"               ,11.07 ,32.81 ,65.51 ,73.56 ,163.24 ,75.53
"encoder"           , 8.83 ,31.63 ,60.64 ,73.06 , 61.29 ,57.52
"encodernormalized" , 7.69 ,21.72 ,42.72 ,52.95 , 30.48 ,36.10
