
PointFlow         ,1.30 ,5.36 , 6.94 ,10.43 ,17.54 ,12.93
SoftFlow          ,1.19 ,4.28 ,11.05 ,17.68 , 6.82 ,11.44
ShapeGF           ,1.05 ,4.42 , 5.96 ,12.23 , 5.68 , 9.26
vae               ,1.67 ,5.00 ,15.96 ,18.47 ,10.27 ,12.01
encoder           ,1.32 ,4.85 ,14.78 ,18.30 , 7.27 ,10.76
encodernormalized ,1.16 ,3.30 ,10.43 ,13.22 , 6.36 , 7.68
